Address,Status Code,Status,seller-link 1,seller-level 1,rating-score 1,ratings-count 1 ,orders-in-queue 1,collect-count 1,title,description-content 1,metadata 1,one-liner 1,user-stats-from 1,user-stats-member-since 1,Unnamed: 15,user-stats-response-time 1,user-stats-last-delivery 1,seller-desc-expanded 1,package1-title 1,package1-type 1,package1-price 1,package1-desc 1,package2-title 1,package2-type 1,package2-price 1,package2-desc 1,package3-title 1,package3-type 1,package3-price 1,package3-desc 1,faq1-q 1,faq1-a 1,faq2-q 1,faq2-a 1,faq3-q 1,faq3-a 1,faq4-q 1,faq4-a 1,review1-desc 1,review2-desc 1,review3-desc 1,review1-rating 1,review2-rating 1,review3-rating 1,category 1,user-stats-member-since 1.1,Cat wishlist
https://www.fiverr.com/ishishir/build-custom-wix-website-with-corvid,200,OK,ishishir,Level 1 Seller,5.0,28.0,,15.0,I will build custom wix website with corvid,If you're looking for someone to design/redesign your wix site then you're in the right place!! Create your Custom WIX website Today! Design Wix Website from scratch Custom Database Filters Wix Store Filters Velo Custom Scripts Redesign the Existing wix website Fix issues in your wix website Custom Functions in your wix site Use Corvid for wix Developments Wix E-Commerce Store SEO optimized Minimal & Responsive Design Mobile Friendly Wix Booking system Wix Event management Order Today and take your traditional business online! NB. Send me a message before ordering! + See More Platform Wix Specialization Blog Business Education Portfolio Entertainment Non-profit Wedding Podcasting Online Communities Forms Crowdfunding Wiki /Knowledge SaaS Job Board Portal Brochure Supported plugin types Marketing Payment Forum Social Media Customer Support Shipping Inventory Analytics Video Form Events Music Chat Membership Map FAQ Gallery,,Web Ninja,Bangladesh,Jul 2020,,1 hour,5 days ,,BASIC WIX WEBSITE,Basic,26.38,"Dynamic Wix website with Shop, Gallery and Blog",STANDARD WIX WEBSITE,Standard,87.94,"Dynamic Wix website with Shop, Blog, Gallery and more",PREMIUM WIX WEBSITE,Premium,175.87,"Dynamic Wix website with Shop, Blog, Gallery, Custom Search, Filters , Dynamic Repeaters and more",,,,,,,,,"Working with Shishir was excellent. He communicated well and was flexible. This project was about completing a prototype (with the idea that we will make revisions) and Shishir understood this and proceeded appropriately. Delivery was on time based on how we worked. Importantly, Shishir was willing and able to follow through on revisions.",Excellent to work with!,Great communication!,5.0,5.0,5.0,Full Website Creation,01/07/2020,Ok
https://www.fiverr.com/itapiex/design-fix-or-edit-your-wix-website,200,OK,itapiex,Top Rated Seller,5.0,322.0,5 Orders in Queue,1231.0,"I will design, fix or edit your wix website","DON'T PLACE ORDER WITHOUT DISCUSSING THE REQUIREMENTS WITH ME FIRST.There is a possibility that I might not be available or deliver the output that you are expecting.Need a website created from scratch?Or require just a few changes in your completed website?Don't worry, if you have any query related to WIX you have came to the right place.Poor user interface looks unprofessional thus reducing your website traffic and resulting in overall decrees in your business. If you are unsure of where do you stand, you need to have a look at your design right now.Services I offerCreating a website from scratchEditing your working websiteImproving user interfaceCreating blogCreating marketplace (e-store)Improving SEO (search engine optimization)Work done will be of excellent quality and right according to your requirements.Design will be fully customizable and very easy to customize (if required in future).","<li class=""metadata-attribute""><p>Platform</p><ul><li>Wix</li></ul></li><li class=""metadata-attribute""><p>Specialization</p><ul><li>Blog</li><li>Business</li><li>Education</li><li>Portfolio</li><li>Entertainment</li><li>Non-profit</li><li>Wedding</li><li>Podcasting</li><li>Forms</li></ul></li><li class=""metadata-attribute""><p>Supported plugin types</p><ul><li>Payment</li><li>Forum</li><li>Social Media</li><li>Shipping</li><li>Inventory</li><li>Video</li><li>Form</li><li>Events</li><li>Music</li><li>Chat </li><li>Membership</li><li>Map</li><li>FAQ</li><li>Gallery</li></ul></li>",Computer Science and Web Designer,Pakistan,May 2015,,1 hour,about 2 hours,"PLEASE CONTACT ME BEFORE PLACING AN ORDER!. I usually reply within minutes except when im sleeping.

I have more than 4 years of experience in web and UI development. Need your website created or fixed? Or just want a friendly advice regarding your website? Contact me right now. Of course the latter one is free :)",Basic,Basic,26.54,I will create/edit a page or fix a bug in your WIX website. (excluding one page websites),Standard,Standard,132.69,I will create/edit your WIX website up to 6 pages. (SEO and store not included).,Premium,Premium,221.16,I will create/edit your WIX website up to 9 pages. (On-page SEO and store included).,Do you offer content creating services?,"Currently I don't offer content creating services. So I will be needing content for the website from you.
About graphics, I usually use free ones form internet but if you need any custom created graphics, I wont be able to help you out with that.

Please get in touch for more clarity on this.",Do you offer logo designing services?,Currently I don't offer logo designing services.,Do you offer SEO services?,"Yes, but only ONPAGE SEO.",Who will own the website once its ready?,"You will own the website. Once the website is ready, I will transfer it to your account (if it isn't already in your account). 
You will have complete freedom to modify it as you want. Of course, without my intervention.","All I can say is, ""WOW:!!! I am blown away by how incredible it was to work with itapiex. I could not be happier with everything. I can't believe how well he took my direction and ideas via email/messages and implemented them! The communication was fantastic. While the work was done on time, what really impressed me is that he had so much to work with and still got everything done right on time and even tried to accelerate the process for me, and it exceeded my expectations. I'm just so happy with my final product. I would recommend itapiex a million times over! Thank you!!!","Itapiex was AMAZING! He was patient, communicated clearly about project ideas, and was ""digitally personable"". :) I would highly recommend working with this artist...his work on our company's website was most impressive...BRAVO JOB, Itapiex!","Great! Always fixes my website quick and happy with his work. Great communication, went out of his way to get something fixed on the mobile version that wasn't obvious, super happy again, highly recommended, will come back next time.",5.0,5.0,5.0,Full Website Creation,01/05/2015,Very good
https://www.fiverr.com/itssarahshehzad/here-to-provide-you-seo-optimized-content-for-your-websites,200,OK,itssarahshehzad,New,5.0,5.0,1 Orders in Queue,2.0,I will design copy edit and polish your wix website,If you are looking someone to design your webpage from a scratch then you are welcome here. Also if you want to make some edits or changes you may contact me. An impressive layout is very important to catch the targeted audience. Good webpage layout mean that it must be eye catching and bold but not annoying to others. I can easily redesign your layout on wix and exact on your demands. This gig is perfect for all your wix issues. Offerings include: Designing from scratch Redesigning your pages Edit your website Creating E-store Customize work Portfolio page Improve Seo You have to tell me your demands in a clear way and provide elements you need to add . + See More Platform Wix Specialization Blog Business Education Portfolio Entertainment Non-profit Wedding Forms Wiki /Knowledge Brochure Supported plugin types Payment Forum Social Media Shipping Inventory Video Form Events Music Chat Membership Map FAQ Gallery,,quality than quantity,Pakistan,Jun 2020,,1 hour,2 days ,,Basic,Basic,17.59,I will create/edit your wix website (one page),standard,Standard,43.97,I will create/edit your wix website (upto 6 pages),Premium,Premium,65.95,I will create/edit your wix website (upto 9 pages including store),,,,,,,,,Amazing as always! very happy,"Bang, right out of the gate amazing. Will definitely work with Sarah again.",Amazing as always. Return customer for Wix website work. Does everything to perfection. Highly recommend to others,5.0,5.0,5.0,Full Website Creation,01/06/2020,Ok
https://www.fiverr.com/itstalhasana/develop-professional-and-creative-godaddy-website,200,OK,itstalhasana,New,5.0,5.0,,,I will develop professional and creative godaddy website,Hi There! My name is talhasana and in this gig i'll be providing you a fully customized godaddy website with super fast delivery . Here's what you will be getting in this gig ✔ Responsive website ✔ Unlimited revisions ✔ Tailored for your Audience ✔ Secure ✔ Fast Speed Why choose me? ✔Friendly Communication ✔ Unlimited Revisions ✔ Free After Sales Support ✔Commitment on time Please leave me a message before placing the order Thank You for reading + See More Platform GoDaddy Specialization Blog Business Education Portfolio Entertainment Non-profit Wedding Podcasting Online Communities Forms Crowdfunding Wiki /Knowledge SaaS Job Board Portal Brochure Supported plugin types Marketing Payment Forum Social Media Customer Support Shipping Inventory Analytics Video Form Events Music Chat Membership Map FAQ Gallery,,The best you can have,Pakistan,Mar 2021,,1 hour,2 weeks ,,basic ,Basic,4.4,2 pages website best for portfolio,premium pro,Standard,8.79,3 page website best for blogging,premium plus,Premium,17.59,5 pages website best for ecommerce and online store ,,,,,,,,,"Great Job! I was so impressed with my Website. It really looks professional with a beautiful and warm feel, based on my ideal client. The seller has excellent communication skills as they respond fast and understand my needs and spend as much as I feel comfortable. Highly recommend",Process was great!,Awesome experience working with him as always,5.0,5.0,5.0,Full Website Creation,01/03/2021,Ok
https://www.fiverr.com/jack_haris/design-responsive-wordpress-landing-page,200,OK,jack_haris,Level 2 Seller,5.0,5.0,,1.0,I will design or redesign a professional website for your business,"Welcome,I Will Design or Redesign a Creative, Stunning, and Responsive Website and Landing page for your business.With more than 5 years of Experience in Full-Stack Web Development for global businesses, I offer technical expertise in Web Development you are seeking for.I assure you 100% Satisfaction with Money Back Guarantee within given time and you will surely come back again.Skills:-------------HTML5CSS3BootstrapJavaScriptjQueryAJAXPHPWordPressCodeigniterLaravelOpencartMagentoI Offer:-------------Quick Response & Delivery.Outstanding & High Standard DesignFormal & Friendly Communication Website Design, Redesign, and Landing Page upload on your hostingPixel Perfect GraphicsSocial Media Icons(With Attractive Hover Effects).Charming Animation EffectWebsite Compatible for all Devices & BrowsersUnlimited Revision until you are satisfiedMy Latest Work Website Links Below: urated.comsoledoc.cacarsirent.compriklpay.comheatherdyckbeauty.com☛ My first priority is client satisfaction,Let's Begin the work.Have a Good Day","<li class=""metadata-attribute""><p>Platform</p><ul><li>SiteBuilder</li></ul></li><li class=""metadata-attribute""><p>Specialization</p><ul><li>Blog</li><li>Business</li><li>Education</li><li>Portfolio</li><li>Entertainment</li><li>Non-profit</li><li>Wedding</li><li>Podcasting</li><li>Online Communities</li><li>Forms</li><li>Crowdfunding</li><li>Wiki /Knowledge</li><li>Portal</li></ul></li><li class=""metadata-attribute""><p>Supported plugin types</p><ul><li>Marketing</li><li>Payment</li><li>Forum</li><li>Social Media</li><li>Customer Support</li><li>Shipping</li><li>Inventory</li><li>Analytics</li><li>Video</li><li>Form</li><li>Events</li><li>Music</li><li>Chat </li><li>Membership</li><li>Map</li><li>FAQ</li><li>Gallery</li></ul></li>","Expert PHP, Shopify, WordPress Web Developer",Pakistan,Feb 2019,,1 hour,1 month,"With 5 years plus of Full-Stack Web Development experience for global businesses, I offer the technical expertise you are seeking for your Full Stack Developer position.
Please review my Skill Set:
Web development using HTML5, CSS3, JavaScript, jQuery, PHP, WordPress, Shopify, Magento, Joomla Codeigniter, Laravel, Opencart, and REST API's. And ZOHO CRM Setup, Automation and Customization.
As a Full Stack Developer focused on customer satisfaction, I manage all aspects of Web Development/ZOHO CRM from concept to requirements definition, design, development, launch, maintenance and user support.",Landing Page,Basic,48.37,"Basic landing page with 1 to 3 sections.It includes Header,Footer,Mail integration and Contact Form.",Business Website,Standard,197.86,"Professional design page which possess 5 to 6 pages, Models email integration's, autoresponder.",E-Commerce Website,Premium,395.71,"Premium E-Commerce design page assembled with customized images, animations and popups etc.",,,,,,,,,"Our job is not complete yet, but Jack has delivered as promised and he answers all my millions of questions. I am very happy so far.","This seller is responsive, detailed, knowledgeable, patient, and he delivers a professional product. I am pleased with my new website.","I am very pleased with my website. I requested particular, detailed instructions and Jack worked with me until they were done to my satisfaction.",5.0,5.0,5.0,Full Website Creation,01/12/2019,Ok
https://www.fiverr.com/jade_eva/wix-website-design-wix-website-redesign-redesign-wix-website,200,OK,jade_eva,New,5.0,10.0,,2.0,"I will wix website design, wix website redesign, redesign wix website","WIX WEBSITE EXPERT Do you want to design your website/store or redesign the current one, to look amazing and attractive to customers with some functionalities? If yes, then you have landed on the right gig, at the right time. After long years of experience in designing website and store and helping out a number of clients. I can surely say that you won't regret choosing my services. I'm a committed and objective situated person with an undeniable level energy, great relational abilities and fastidious consideration regarding subtleties. Time is a precious commodity and I won’t waste yours. I deliver creative and professional works that convert. This GIG Offers; Professional Wix Web design Wix Web redesign Wix Store and Blog integration WIX Booking Responsive desktop & mobile design WIX Portfolio Dropshipping Wix store Wix Ecommerce store Plugins and Apps Integration Payment integration Superfast WIX Loading site WIX Newsletter and Contact form NOTE: Please contact me before placing an order, it is so important to do so. This way I would be able to assist you better. Looking forward towards a pleasant business relationship with + See More Platform Wix Specialization Blog Business Education Portfolio Entertainment Non-profit Wedding Podcasting Online Communities Forms Crowdfunding Wiki /Knowledge SaaS Job Board Portal Brochure Supported plugin types Marketing Payment Forum Social Media Customer Support Shipping Inventory Analytics Video Form Events Music Chat Membership Map FAQ Gallery",,Pleasure in the job puts perfection in the work,Nigeria,May 2021,,1 hour,4 days ,,LITE,Basic,8.79,1 page wix website redesign or design + Mobile and Desktop Optimization,PRO,Standard,35.17,4 Pages responsive wix website redesign or design + Ecommerce Functionality,PRO MAX,Premium,61.56,"Up to 7pages of wix website design or redesign with full optimization, payment gateway and Apps

",,,,,,,,,"Jade was very helpful, efficient and patient from start to finish of the entire website design. I would highly recommend Jade and her excellent services. I will be sure to use her again in the future!","Jade was very helpful, efficient and patient from start to finish of the entire website design. I would highly recommend Jade and her excellent services. I will be sure to use her again in the future!",I would certainly use Jade again. she listens well and was very attentive to my project.,5.0,5.0,5.0,Full Website Creation,01/05/2021,Ok
https://www.fiverr.com/jaiman11/create-or-help-revise-a-wix-website,200,OK,jaiman11,New,4.5,17.0,,41.0,I will create or help revise a wix website,"** Please message me before ordering, as I can provide you with a more accurate quote for the work you need done, which could save you money** A website is an extension of your personality, whether it's for your business, professional career, wedding, nonprofit or even a blog; you want the site to show your target audience your best angle. From advice to full development, I can help your wix site reach its full potential in as little as 1 day. I will personally work with you throughout the entire process of each package ensuring you will be satisfied with the final product. I have worked on wix websites since 2015 and continually keep up with the new advanced features frequently being added. All websites will be laid out to be functional and attractive on computers, tablets, and mobile phones. Feel free to message me with any questions about my services! Please keep in mind that the price for my work does not include the website domain purchase (usually around $1-$25 depending on popularity) or the wix membership, most annual memberships include the domain for free. Wix prices range from $5 to $25 a month. Please see their website for membership pricing details. + See More Platform Wix Specialization Blog Business Education Portfolio Entertainment Non-profit Wedding Supported plugin types Payment Forum Analytics Video Form Events Map Gallery",,Artist with a passion for design and creativity!,United States,Mar 2017,,1 hour,3 months ,,Help/Consultation on 1 page website,Basic,43.97,I will help you fix an issue or edit your site!,Simple Website,Standard,307.78,I will create a website (5 pages max) that efficiently displays necessary information!,"Full Website Development

",Premium,527.62,I will create a website (10 pages max) plus ecommerce functionality to fit all your needs!,,,,,,,,,Great response time. Patient and very helpful. Thank you!,"Fantastic service, thank you so much!",excellent service! Right on time! Very talented young man! I will use him again and again and you should too!,4.7,5.0,5.0,Full Website Creation,01/03/2017,Good
https://www.fiverr.com/janiahmed123/design-a-professional-responsive-website,200,OK,janiahmed123,Level 1 Seller,5.0,5.0,,8.0,I will build your online portfolio website in 24hrs,"Do you need your portfolio website for your online presence or a landing page for your business? You come to the right place It's Jani Ahmed, a Web Developer having experience of almost 3+ years with a large range of projects, including but not limited to a Portfolio website, Landing pages, and Online Resume. I work with a focus on Standard, Aesthetics, and Professionalism to deliver the right product for you. ☆☆☆ What’s I will Provide ☆☆☆ ✔ 100% Client satisfaction ✔ Highly professional and responsive design on all devices ✔ All browsers compatible ✔ SEO and Mobile friendly structure ✔ Speed optimized ✔ EXTRA BONUSES and much more… ✔ Unlimited Support for My Client ☆☆☆ Guarantee ☆☆☆ ✔ Fully secured ✔ Fast loading pages for better conversion and navigability ✔ Fully responsive So, what are you waiting for? Inbox me if you have any Questions OR custom Design :) Have a great day ahead! + See More Platform GoDaddy Specialization Business Education Portfolio Non-profit Online Communities Supported plugin types Forum Social Media Video Form Chat Map FAQ Gallery",,My client is my portfolio,Pakistan,Mar 2020,,1 hour,5 days ,,1 Page Simple Portfolio ,Basic,43.97,Your portfolio will be consist of 1 page with responsive design looks professional and clean.,Standard Portfolio ,Standard,87.94,"Your Website will be 100% professional, Modern design up to 5 pages.",Advanced portfolio,Premium,263.81,Your website will be custom design and have animation and modern design + e-commerce,,,,,,,,,Jani is an excellent developer! Thanks,Easy to work with. Understand the task completely! Will return!,This seller is phenomenal. He delivered a very beautiful website and was so available for the changes that I had. He is very professional and responsive.,5.0,5.0,5.0,Full Website Creation,01/03/2020,Ok
https://www.fiverr.com/janibrahim93/make-a-weebly-website-for-your-business,200,OK,janibrahim93,Level 2 Seller,4.7,90.0,,195.0,I will make a professional weebly website in 24 hours,"Hello, We will design a Professional Weebly website for your Business, E-commerce or any other type like (Personal, Gaming, Technology, Education etc) with having experience skill persons. And have built 150+ professional Weebly websites. You will be 100% satisfied with our job with the money-back guarantee because we always believe in hard work and hard work results a perfect output. Why Us? We will help to grow your business in the market Our Attractive and High-quality Themes Weebly design & Theme customization Image & Font styling Weebly website blog Editing and Designing I Will Remove default Footer of Weebly site. E-Commerce functionalities, Store Setting, Products etc Weebly SEO Optimized Fully Responsive layout We deliver on time and 100% accurate and Original Data Some Extra Services on Buyer's Request for the website, like Photoshop etc. 24/7 Support for After-Sale Services & Free Maintenance. Note: Please text us in the inbox before offering any order. To discuss all the detail about the site. And feel free to contact us anytime. + See More Platform Weebly Specialization Blog Business Education Portfolio Entertainment Non-profit Wedding Supported plugin types Payment Social Media Video Form Gallery",,"Love his job, and always believe on hardwork",Pakistan,Jan 2016,,1 hour,3 days ,,BASIC,Basic,26.38,Will design and build a professional one page responsive Weebly website.,STANDARD,Standard,79.14,Will design and build a professional responsive Weebly website with 5 pages.,PREMIUM,Premium,131.9,"Fully Responsive , Professional Website with all Functionality ,Content upload, Design Customization",,,,,,,,,"Very easy to work with! I had run some Facebook Lead Ads with a result that was ""meh"". I wanted to test those against a simple opt-in page to see if I could get a better result. The simplest idea that i could come up with was a free Weebly page. I had reached out to a total of 6 providers so I could run this test. Every single one of them told me Weebly was too limited and there was no way I could get what I needed. This provider was the ONLY one who could get the job done. Couldn't be happier!","The website came out great, exactly as I had asked! No issues at all",A great techie and knows his stuff! A pleasure to work with! Strongly recommended.,5.0,5.0,5.0,Full Website Creation,01/01/2016,Very good
https://www.fiverr.com/jasminmikolaj/best-webflow-website-design-develop,200,OK,jasminmikolaj,Level 1 Seller,5.0,15.0,,70.0,I will design and develop responsive webflow website,"Please contact me before ordering so we can discuss special prices and options Hello, My name is Jasmin, I work as a website designer and developer. Gig Package Includes • Innovative solution that meet the needs of customers and enhance their daily lives and business • Functional design which is the key in communicating brands with customers • Fully Responsive Webflow Website + See More Platform Webflow Specialization Blog Business Education Portfolio Entertainment Non-profit Wedding Podcasting Forms Portal Supported plugin types Marketing Payment Forum Shipping Inventory Video Form FAQ Gallery",,,Croatia,Dec 2019,,4 hours,1 month ,,One Pager,Basic,219.84,Single page responsive website with custom modern design. ,Standard Website ,Standard,615.56,Multiple page responsive website with custom modern design and custom interactions.,E-commerce Website,Premium,1.06,Fully designed and customized e-commerce website with CMS.,,,,,,,,,Jasmin has become part of our team. There were many instances where he went above and beyond the scope of work and delivered exceptional work. His quality of output is really good and most importantly he always thinks from the users' point of view. He is also really good at custom coding and does not go with just a cookie-cutter solution. There were a few places where he helped us with a few out-of-scope work as a favor and it means to us a lot as it helped us meet our timelines. He is one of the best talents on Fiverr!!,This is my second project with Jasmin. He was very flexible when it came to requirements and the project was delivered above my expectations.,"Fast, communicative, passed with flying colors a rather complex custom design project. I definitely recommend!",5.0,5.0,5.0,Full Website Creation,01/12/2019,Good
https://www.fiverr.com/jasonwayne09/create-ux-wireframe-and-interface-for-apps-or-web-prototypes,200,OK,jasonwayne09,Level 1 Seller,5.0,14.0,,19.0,I will design website in webflow or wix,"I will design a clean and user-friendly website for your business. I am experienced in building mobile and web interfaces. I will work in webflow, wix, or wordpress . Contact me and let's bring your concepts to life!Key FeaturesProfessional Web DesignSmart and Clean LayoutBeautiful UI and FontsSmat design elements and iconsFull Support100% Satisfaction","<li class=""metadata-attribute""><p>Platform</p><ul><li>Webflow</li></ul></li><li class=""metadata-attribute""><p>Specialization</p><ul><li>Business</li><li>Education</li><li>Portfolio</li><li>Entertainment</li><li>Non-profit</li><li>Wedding</li><li>Online Communities</li></ul></li><li class=""metadata-attribute""><p>Supported plugin types</p><ul><li>Marketing</li><li>Payment</li><li>Social Media</li><li>Customer Support</li><li>Inventory</li><li>Analytics</li><li>Chat </li><li>Membership</li><li>FAQ</li><li>Gallery</li></ul></li>",Industrial Designer at Western Digital and Professoinal Freelancer,United States,Jul 2020,,3 hours,1 day,"I am an Industrial Designer at Western Digital, a company leading the world in memory solution products. I graduated from California College of the Arts 2020. Industrial Design BFA. I am young but I am committed to design inspirational products. I will offer any freelance work that's not memory solutions products (USB, Readers...etc.)",Basic Website (1 Page): Consultant,Basic,38.96,Do not proceed w/o a consultation. Ordering this order will get a 60 minute meeting credit instead.,Standard Site (3 Pages): Consultant,Standard,103.88,Do not proceed w/o a consultation. This is a sample quote for a 3 page site.,Premium Website,Premium,302.98,Do not proceed w/o a consultation. This is a sample quote for a 5+ page site.,,,,,,,,,"Helpful, informative, friendly. I was provided the information I needed to enhance the website. Everything was also provided in a timely manner. The quality of the work was better than I expected.","Jason was very responsive and was able to transform my ideas into an actual website that looks great. Great work Jason, would definitely recommend and I will definitely go to him with any future web design projects.","Jason did exactly what we needed, and is fast and very helpful. I highly recommend his services for your Webflow project. I'll be hiring him again soon!",4.7,5.0,5.0,Full Website Creation,01/07/2020,Ok
https://www.fiverr.com/jawad1451/wix-website-builder-wix-landing-page-wix-website-design-wix-wix-website,200,OK,jawad1451,Level 2 Seller,5.0,8.0,,7.0,"I will do wix website design,wix website redesign,wix website for your business","Are you looking for a stunning and professional Wix Website design for your business? If yes, then you're on the right gig. I'm Master, a professional in Wix website designer and developer, with experience in digital marketing, advertising and online media. Most of my wix website design with maximum optimization to my valued clients My Services: ======= ☛Stunning Wix website design & Development from scratch. ☛Responsive All devices ☛Wix E-commerce Store ☛Design wix Landing page ☛Elegant Layout according to your requirements ☛Wix Redesign ☛Old site to new Wix unique look ☛Online Booking System ☛Simple Membership Functions ☛Wix Modifications Why Choose Me? ======= ☛100% Quality Guarantee ☛Unlimited Revision ☛Fast Response ☛I will provide 100% support after completing ☛Good Communication I provide unlimited revisions based on your specific requirements until you get fully satisfied with my work. Please feel free to contact me with any queries. If there is something you want that isn't listed in my gig just inbox me with your requirements, I'm happy to discuss! Note: Please contact me before placing the order. Thanks! + See More Platform Wix Specialization Blog Business Education Portfolio Entertainment Non-profit Wedding Podcasting Online Communities Forms Crowdfunding Wiki /Knowledge SaaS Job Board Portal Brochure Supported plugin types Marketing Payment Forum Social Media Customer Support Shipping Inventory Analytics Video Form Events Music Chat Membership Map FAQ Gallery",,CUSTOMER SATISFACTION IS ALWAYS MY FIRST PRIORITY!!!,Pakistan,Aug 2020,,1 hour,4 days ,,BASIC,Basic,26.38,I will professionally design scrolling page with 4 sections. Mobile Responsive. Free stock images.,STANDARD,Standard,52.76,I will design up to 5-6 pages professional website. Mobile Responsive. Free stock images.,PREMIUM,Premium,105.52,I will design up to 10-12 pages professional website. Mobile Responsive. Free stock images.,,,,,,,,,Seller has always been impressive. :) Will surely recommend seller to others,amazing!!!,Working with the seller was great!,5.0,5.0,5.0,Full Website Creation,01/08/2020,Ok
https://www.fiverr.com/jeromeelvis/design-attorney-lawyer-and-law-firm-seo-friendly-website,200,OK,jeromeelvis,Level 2 Seller,4.9,49.0,10 Orders in Queue,365.0,"I will design attorney, lawyer and law firm SEO friendly website","In This Gig i will provide you SEO Friendly Legal, Law, Attorney, Consulting and law forum website.With more than 5 years of experience, I understand how to build law firm websites that meet the highest law website design standards around. One of our biggest advantages is the use of Google Experiments when building your firm’s site.Design of your Choice:If you have seen a particular style and design on the Internet, then I can build it. All of My law firm webs have custom designs. This means we are able to cater specifically to the needs of your law firm.If you still are unsure about the Law Firm Sites difference, allow me to offer a free front-page design concept. I will provide you complete design idea for law firm website.It doesn’t matter if you are a large, multi-national firm or a solo practitioner – I have the right solution for you.Note: For any inquiries please feel free to check the frequently asked questions below","<li class=""metadata-attribute""><p>Platform</p><ul><li>SiteBuilder</li></ul></li><li class=""metadata-attribute""><p>Specialization</p><ul><li>Blog</li><li>Business</li><li>Education</li><li>Portfolio</li><li>Entertainment</li><li>Non-profit</li><li>Wedding</li><li>Podcasting</li><li>Online Communities</li><li>Forms</li><li>Crowdfunding</li><li>Wiki /Knowledge</li><li>SaaS</li><li>Job Board</li><li>Portal</li></ul></li><li class=""metadata-attribute""><p>Supported plugin types</p><ul><li>Marketing</li><li>Payment</li><li>Forum</li><li>Customer Support</li><li>Shipping</li><li>Inventory</li><li>Analytics</li><li>Video</li><li>Form</li><li>Music</li><li>Chat </li><li>Membership</li><li>Map</li><li>FAQ</li><li>Gallery</li></ul></li>",I have been actively involved in the world of web development and prog,Pakistan,Aug 2019,,1 hour,5 days,"★★★Project Manager & developer at TOP Web Design & Development Company ★★★

★★Over 100+ Satisfied Customers ★★★ PREMIUM SERVICE PROVIDER 

★ Over 1000 Projects completed since April 2014 ★
★ 200+ Website development projects 
★ FULL-TIME Branding & Web Design Consultant who offers a Consultative Approach ★

►Why Choose ME?

I have been actively involved in the world of web development & programming for more than3 years. I have extensive knowledge creating Wordpress sites from the ground up & can get your site up & running in a timely manner. My main goal is to create a product that satisfied.",Basic Law Website,Basic,30.3,"Theme installation, demo import, ",Standard law website,Standard,86.57,"3 pages legal, law website, Home, Services/ Practice, About Us, 

",Unlimited Package,Premium,216.42,"upto 10 pages website of your choice. basic pages are, Home, Resources, Practice area, contact etc

","I don't have domain and hosting yet, what should i do?",Don't worry about the hosting i will tell you platfoms from where you can buy domain and hosting. untill then i will design your website on my hosting. and after design approval i will shift it to your domain and hosting. ,Do you upload the website on my hosting to make it live?,YES. I will do it if you provide your Hosting Control Panel before starting the order.,I have no ready text and images. what can I do?,"No problem. I can design your law website with dummy text & images. After completing the website, i will change this text & images anytime. ","How can I send you large files(themes, Images, Videos)?","You can attach them here on fiverr or, alternatively you can upload them to your dropbox account them share the URL with me.",The website that was created for my law firm was nothing short of AMAZING!!!!! Jerome was so detailed and patient. He continued to edit everything and truly went above and beyond. I am truly speechless with the website I received!,Jeromeelevis assisted me with the website design for legal consulting agency and did a great job. I enjoyed working with him and I will definitely refer him to friends and colleagues!,Jerome was very responsive and made every edit we requested. He was a pleasure to work with and I'm sure we will work with each other in the future.,5.0,5.0,5.0,Full Website Creation,01/08/2019,Very good
https://www.fiverr.com/jessicahayth/give-you-an-amazing-new-website-using-squarespace,200,OK,jessicahayth,New,5.0,3.0,1 Orders in Queue,4.0,I will give you an amazing new website using squarespace,"Now is the time to take your business online! Reach more customers by letting me build you a new website or refresh your current website using Squarespace. You have products to sell, people to teach, or menus to create and don't need to be sitting behind a computer designing a website so let me do it for you! Get your new website quickly! With my quick turnaround time, you can have a fresh new website in just days. Take advantage now so you don't miss out on future business. Get the whole package by adding a logo design! If you find yourself without a logo and are looking for something quick and simple, be sure to add on logo design to your order. Please message me for custom orders. Happy to create a custom quote to match your needs! Not sure which package to choose, feel free to ask! + See More Platform Squarespace Specialization Blog Business Portfolio Entertainment Non-profit Wedding Podcasting Online Communities Forms Supported plugin types Marketing Payment Forum Social Media Customer Support Shipping Inventory Analytics Video Form Events Music Chat Membership Map FAQ Gallery",,,United States,Jul 2017,,1 hour,1 month ,,Starter,Basic,171.48,Great for new businesses or businesses looking to start online presence.,Standard,Standard,347.35,Perfect for a redesign or new business looking for more.  SEO optimization included,Premium,Premium,611.16,Great for moving more business online or complete overhaul of current website.  SEO opt included,,,,,,,,,Jessica was really easy to work with. She was very comfortable working with Squarespace. She delivered more than I expected. I will definitely work with her again in the future.,Lots of communication. She was open to my suggestions. Excellent Vendor.,"Very responsive, talented and did an excellent job. Communication was great and delivered the work on-time! Thank you!",5.0,5.0,5.0,Full Website Creation,01/07/2017,Ok
